id,edad,califica_presidente,califica_gobernador,distance_km,RBC,JDM,Nose,Ninguno,VGH,Tina,NSE,DF
280,31,7,4,178.6702778,0,0,0,1,0,0,N/D,1
33,69,6,9,35.14061247,1,0,0,0,0,0,C-,2
461,47,9,7,6.019410637,0,1,0,0,0,0,C-,6
457,56,3,3,5.838825729,1,0,0,0,0,0,C+,6
711,30,8,10,5.728132911,1,0,0,0,0,0,C-,6
604,35,8,8,5.378842743,1,0,0,0,0,0,C,6
361,42,8,8,152.2429767,0,1,0,0,0,0,D+,1
620,22,8,7,5.276902211,0,1,0,0,0,0,C,6
442,54,7,5,7.046976647,0,1,0,0,0,0,N/D,6
625,53,6,9,5.286800146,1,0,0,0,0,0,C,6
608,38,8,4,5.424293322,0,0,1,0,0,0,A/B,6
623,45,5,5,5.315963501,0,1,0,0,0,0,C-,6
103,74,4,10,16.19627211,1,0,0,0,0,0,C-,5
624,24,6,4,5.315963501,0,1,0,0,0,0,C-,6
597,68,6,10,5.227530712,1,0,0,0,0,0,C+,6
206,23,8,7,153.8548801,1,0,0,0,0,0,D+,1
277,62,6,10,178.6871356,1,0,0,0,0,0,N/D,1
728,40,8,8,5.420784519,1,0,0,0,0,0,C,6
133,28,2,9,16.28737662,1,0,0,0,0,0,C-,5
136,53,5,5,16.33034863,1,0,0,0,0,0,C-,5
156,47,1,10,64.02351886,1,0,0,0,0,0,C+,5
257,18,8,7,76.56043505,0,1,0,0,0,0,D+,5
613,99,7,5,6.077833084,0,1,0,0,0,0,N/D,3
616,24,9,9,6.08531832,0,0,1,0,0,0,N/D,3
554,29,6,5,4.867615373,0,1,0,0,0,0,C+,4
901,18,7,8,5.648756285,0,0,0,1,0,0,C,4
908,42,9,8,5.732619585,0,0,1,0,0,0,C,4
909,24,7,7,5.662782899,1,0,0,0,0,0,C,4
896,30,9,9,5.493995025,0,0,1,0,0,0,C-,4
906,25,7,9,5.539759003,0,0,0,1,0,0,A/B,4
544,51,6,9,5.983027255,1,0,0,0,0,0,C+,4
545,72,7,10,6.019593221,1,0,0,0,0,0,C+,4
569,57,5,7,6.42166316,0,0,1,0,0,0,A/B,4
570,57,8,8,6.422343493,0,0,1,0,0,0,A/B,4
472,60,7,10,7.017542343,1,0,0,0,0,0,A/B,4
473,59,1,9,7.007453699,1,0,0,0,0,0,A/B,4
474,41,8,6,6.963988407,0,0,1,0,0,0,A/B,4
476,37,6,10,6.882737721,1,0,0,0,0,0,C+,4
478,75,6,9,6.861816367,1,0,0,0,0,0,C+,4
493,55,7,9,6.841770196,1,0,0,0,0,0,C+,4
495,51,1,10,6.818309634,1,0,0,0,0,0,C+,4
496,68,5,8,6.778603864,1,0,0,0,0,0,C+,4
494,40,6,9,6.68525209,1,0,0,0,0,0,C+,4
557,47,4,10,6.611060147,1,0,0,0,0,0,C-,4
559,78,7,10,6.591835098,1,0,0,0,0,0,C+,4
487,61,8,8,6.301667871,0,0,1,0,0,0,A/B,4
488,53,1,8,6.299060078,1,0,0,0,0,0,A/B,4
567,43,8,8,5.204710644,0,0,1,0,0,0,C+,4
672,48,5,9,11.57498839,1,0,0,0,0,0,C+,4
676,32,8,8,11.58507219,0,0,0,1,0,0,C+,4
673,40,3,8,11.58402783,1,0,0,0,0,0,C+,4
671,36,3,8,11.69169929,1,0,0,0,0,0,C+,4
661,80,1,10,11.687488,1,0,0,0,0,0,A/B,4
668,48,5,8,11.82170153,1,0,0,0,0,0,A/B,4
666,57,1,1,11.82583355,0,0,0,1,0,0,A/B,4
677,70,8,8,11.78830119,0,0,1,0,0,0,C,4
547,53,8,10,9.795660464,1,0,0,0,0,0,C,4
548,48,7,10,9.803391858,1,0,0,0,0,0,C,4
539,38,9,9,9.929541104,0,1,0,0,0,0,D+,4
542,31,1,9,9.953459677,1,0,0,0,0,0,D+,4
571,29,8,7,9.001227022,0,1,0,0,0,0,C-,4
566,45,5,7,9.137512865,1,0,0,0,0,0,C,4
584,72,8,7,8.173261929,0,1,0,0,0,0,C,4
590,25,9,9,7.828709455,0,1,0,0,0,0,C,4
592,54,4,9,7.690337508,1,0,0,0,0,0,D+,4
586,45,7,7,7.253898964,0,0,0,1,0,0,C+,4
588,69,6,6,7.242754581,0,0,1,0,0,0,C+,4
585,39,3,9,7.143700457,1,0,0,0,0,0,C+,4
583,22,8,9,7.356847312,0,1,0,0,0,0,C,4
577,19,9,9,7.371390115,0,1,0,0,0,0,C,4
509,21,9,9,11.14087092,1,0,0,0,0,0,D+,4
704,21,9,8,12.62345012,1,0,0,0,0,0,C+,4
697,58,9,9,12.7287995,0,1,0,0,0,0,C,4
687,29,9,10,12.84694349,0,1,0,0,0,0,C,4
708,32,1,9,12.71209741,0,0,0,1,0,0,C,4
709,28,3,8,12.73398224,1,0,0,0,0,0,A/B,4
710,50,8,8,12.75574759,0,1,0,0,0,0,C+,4
831,38,9,10,10.24752614,0,1,0,0,0,0,N/D,4
508,19,8,8,11.14921415,0,0,0,1,0,0,C+,4
491,36,4,8,11.72918812,0,0,0,1,0,0,N/D,4
837,52,1,6,10.35885376,0,0,0,1,0,0,C+,4
800,75,7,5,10.7923089,0,0,1,0,0,0,A/B,4
803,41,8,7,10.82989241,0,1,0,0,0,0,A/B,4
880,67,9,9,12.53505245,1,0,0,0,0,0,N/D,4
881,32,8,8,12.59330474,0,1,0,0,0,0,N/D,4
498,22,9,8,11.73209291,0,0,1,0,0,0,N/D,4
829,38,9,7,10.288668,1,0,0,0,0,0,N/D,4
894,28,9,7,12.63615834,1,0,0,0,0,0,N/D,4
5,60,9,7,35.18150844,0,1,0,0,0,0,D,2
16,43,7,10,26.62659828,1,0,0,0,0,0,D,5
269,19,5,8,178.6951625,1,0,0,0,0,0,D,1
37,30,8,7,35.2643311,0,1,0,0,0,0,D,2
6,60,9,8,26.62214493,0,1,0,0,0,0,D,5
15,71,9,8,26.62214493,1,0,0,0,0,0,D,5
75,61,7,9,26.62138537,1,0,0,0,0,0,D,5
77,69,9,1,26.61671725,0,1,0,0,0,0,D,5
59,67,9,8,35.24502158,0,1,0,0,0,0,D,2
73,36,1,10,26.81735675,1,0,0,0,0,0,D,5
66,24,8,10,26.79994009,0,1,0,0,0,0,D,5
117,33,9,6,16.20257819,0,0,0,1,0,0,D,5
65,75,9,8,26.81287427,0,1,0,0,0,0,D,5
63,29,8,8,26.80978134,0,0,1,0,0,0,D,5
157,58,7,7,153.2971476,0,1,0,0,0,0,D,1
430,36,9,9,7.043062165,0,0,1,0,0,0,D,6
388,38,5,10,7.069313145,1,0,0,0,0,0,D,6
392,64,9,10,7.025141783,0,0,1,0,0,0,D,6
425,64,9,10,7.024656907,1,0,0,0,0,0,D,6
401,28,8,8,7.090338594,0,0,1,0,0,0,D,6
188,27,9,10,153.2752894,0,1,0,0,0,0,D,1
403,35,8,8,7.090338594,1,0,0,0,0,0,D,6
424,55,8,7,7.090000684,1,0,0,0,0,0,D,6
404,37,8,5,7.086829995,0,1,0,0,0,0,D,6
396,30,9,9,6.91787719,1,0,0,0,0,0,D,6
399,36,8,8,6.984058931,1,0,0,0,0,0,D,6
429,38,9,8,6.982680515,1,0,0,0,0,0,D,6
235,42,9,9,153.3208835,0,1,0,0,0,0,D,1
398,46.62189616,8,8,6.979166258,0,0,1,0,0,0,D,6
428,36,8,8,6.974723213,0,0,1,0,0,0,D,6
423,25,6,10,7.898558478,1,0,0,0,0,0,D,6
267,48,1,8,76.76715689,1,0,0,0,0,0,D,5
414,36,4,7,7.897411167,0,0,1,0,0,0,D,6
435,54,9,8,8.067906704,1,0,0,0,0,0,D,6
330,60,9,5,151.908978,1,0,0,0,0,0,D,1
420,30,8,1,8.205760457,0,1,0,0,0,0,D,6
409,34,8,8,7.984336269,1,0,0,0,0,0,D,6
344,36,8,8,151.6990786,0,0,0,1,0,0,D,1
358,55,8,9,152.1164001,1,0,0,0,0,0,D,1
852,34,9,9,2.160060836,0,1,0,0,0,0,D,3
691,40,9,9,5.08765727,1,0,0,0,0,0,D,6
600,21,8,8,6.071331498,0,0,0,1,0,0,D,3
601,26,8,9,6.066779596,0,1,0,0,0,0,D,3
4,51,8,7,35.18686218,0,0,1,0,0,0,D,2
629,32,8,7,5.972587968,0,0,0,1,0,0,D,3
47,40,8,6,35.16866221,0,0,1,0,0,0,D,2
58,18,7,1,35.20688855,0,0,0,1,0,0,D,2
107,73,8,8,16.41482173,0,0,0,0,0,1,D,5
141,31,9,9,16.19664947,0,0,1,0,0,0,D,5
644,40,9,9,5.432734341,0,0,1,0,0,0,D,6
642,32,9,10,5.375318422,1,0,0,0,0,0,D,6
199,42,9,8,153.26143,1,0,0,0,0,0,D,1
717,36,9,5,4.674849068,0,1,0,0,0,0,D,6
233,65,9,9,153.4199793,1,0,0,0,0,0,D,1
238,86,9,9,153.6507605,0,1,0,0,0,0,D,1
455,45,3,10,5.750272284,1,0,0,0,0,0,D,6
301,54,9,5,91.27779138,1,0,0,0,0,0,D,5
822,28,8,1,7.831819302,0,0,0,1,0,0,D,3
823,49,9,9,7.767190225,0,1,0,0,0,0,D,3
815,44,7,10,7.792578084,1,0,0,0,0,0,D,3
818,56,9,10,7.830560877,0,0,1,0,0,0,D,3
343,50,9,8,151.6974762,0,0,1,0,0,0,D,1
359,53,8,7,152.1123354,1,0,0,0,0,0,D,1
369,50,9,8,152.1311447,1,0,0,0,0,0,D,1
381,58,5,8,91.252372,1,0,0,0,0,0,D,5
170,31,1,6,64.85407338,0,0,1,0,0,0,D,5
175,65,9,7,64.75169623,0,1,0,0,0,0,D,5
489,35,8,9,7.778297896,0,0,0,1,0,0,D,4
505,30,9,7,7.711242064,0,1,0,0,0,0,D,4
522,39,6,9,7.701686277,1,0,0,0,0,0,D,4
36,45,9,9,35.28347776,0,1,0,0,0,0,D,2
922,59,9,9,6.348643232,0,1,0,0,0,0,D,3
61,59,6,10,35.29893702,1,0,0,0,0,0,D,2
742,19,5,10,5.766592931,1,0,0,0,0,0,D,3
350,21,9,9,152.1248524,0,1,0,0,0,0,D,1
8,42,8,6,35.2202822,0,1,0,0,0,0,D,2
41,57,1,8,35.17126455,1,0,0,0,0,0,D,2
57,42,8,1,35.17252831,0,0,0,1,0,0,D,2
454,35,9,8,4.916960997,0,1,0,0,0,0,D,6
284,25,8,8,153.4514064,1,0,0,0,0,0,D,1
307,42,7,8,91.34082459,1,0,0,0,0,0,D,5
754,30,8,8,6.122253414,0,1,0,0,0,0,D,3
759,62,8,7,6.104449035,0,0,1,0,0,0,D,3
367,35,8,8,152.1727691,1,0,0,0,0,0,D,1
763,44,8,7,6.167833577,0,0,1,0,0,0,D,3
374,43,9,7,151.8106859,0,1,0,0,0,0,D,1
761,56,9,8,6.221866779,0,1,0,0,0,0,D,3
581,24,8,8,4.693759852,0,1,0,0,0,0,D,4
13,55,5,5,35.23075879,0,1,0,0,0,0,D,2
227,18,8,10,153.2899221,0,1,0,0,0,0,D,1
266,44,1,6,76.66173382,0,0,0,1,0,0,D,5
306,63,9,9,91.42845209,1,0,0,0,0,0,D,5
310,30,8,9,91.44463974,1,0,0,0,0,0,D,5
316,31,5,6,91.19608497,1,0,0,0,0,0,D,5
318,19,1,8,91.15727369,1,0,0,0,0,0,D,5
777,25,8,7,8.223617835,1,0,0,0,0,0,D,3
782,33,8,7.240990991,8.211291521,0,0,0,1,0,0,D,3
783,52,8,8,8.282503645,0,1,0,0,0,0,D,3
766,30,8,7,8.31797525,0,1,0,0,0,0,D,3
910,23,8,9,7.807689348,1,0,0,0,0,0,D,3
913,40,9,7,7.806341801,0,0,0,1,0,0,D,3
927,38,6,6,7.258173336,0,0,1,0,0,0,D,3
760,27,5,1,15.53363252,0,0,0,1,0,0,D,4
798,46.62189616,9,7,8.356095979,0,0,1,0,0,0,D,3
788,48,7,10,8.320585298,1,0,0,0,0,0,D,3
480,28,9,8,10.01725113,0,0,0,1,0,0,D,4
507,33,9,7,11.10157206,0,0,0,1,0,0,D,4
471,39,5,3,9.688205937,0,1,0,0,0,0,D,4
801,64,1,9,10.79373527,0,0,0,1,0,0,D,4
746,62,8,9,15.61955155,1,0,0,0,0,0,D,4
768,29,7,8,11.14367389,0,0,0,1,0,0,D,4
893,55,8,1,12.58486616,0,0,1,0,0,0,D,4
778,53,1,7,11.16951253,1,0,0,0,0,0,D,4
902,26,10,5,5.567035746,0,0,0,1,0,0,C+,4
526,40,10,8,6.680299707,0,0,0,1,0,0,A/B,6
99,27,10,10,37.51612751,0,0,0,1,0,0,C-,2
563,62,10,10,9.206885055,0,0,0,1,0,0,C,4
245,24,10,10,76.41083133,0,0,1,0,0,0,C,5
860,59,10,9,8.177307028,0,0,1,0,0,0,C,4
527,53,10,5,6.689929668,0,0,1,0,0,0,A/B,6
90,29,10,7,37.44204177,0,0,1,0,0,0,C-,2
152,22,10,10,153.4139474,0,0,1,0,0,0,E,1
293,63,10,7,178.5933333,0,1,0,0,0,0,C-,1
2,36,10,10,35.16850335,0,1,0,0,0,0,C,2
289,67,10,5,178.5929988,0,1,0,0,0,0,C-,1
14,65,10,5,26.73586024,0,1,0,0,0,0,E,5
78,60,10,9,16.31223965,1,0,0,0,0,0,C-,5
111,25,10,10,37.37205947,0,1,0,0,0,0,C-,2
161,69,10,10,16.40346902,0,1,0,0,0,0,C-,5
167,65,10,8,64.02759406,0,1,0,0,0,0,C+,5
176,35,10,10,153.2893603,0,1,0,0,0,0,E,1
242,55,10,8,76.62227859,1,0,0,0,0,0,D+,5
282,29,10,7,178.6133601,0,1,0,0,0,0,N/D,1
314,80,10,5,91.28444069,1,0,0,0,0,0,D+,5
553,35,10,8,4.883132081,1,0,0,0,0,0,C+,4
366,48,10,6,152.1398846,0,1,0,0,0,0,D+,1
98,32,10,7,37.45774275,0,1,0,0,0,0,C-,2
112,24,10,8,37.46354529,0,1,0,0,0,0,C-,2
632,33,10,10,4.693770579,0,1,0,0,0,0,C-,6
631,51,10,1,4.749589296,0,1,0,0,0,0,C-,6
636,60,10,6,4.68582774,0,1,0,0,0,0,C-,6
662,58,10,3,5.146611551,0,1,0,0,0,0,D+,6
663,66,10,7,5.029323501,0,1,0,0,0,0,C,6
149,35,10,6,63.9290949,0,1,0,0,0,0,C+,5
655,68,10,1,5.163784992,0,1,0,0,0,0,C,6
182,30,10,10,153.4669919,1,0,0,0,0,0,E,1
183,29,10,10,153.4642019,1,0,0,0,0,0,E,1
718,22,10,1,4.709955731,0,1,0,0,0,0,D+,6
840,77,10,8,3.054903871,0,1,0,0,0,0,C-,3
843,36,10,5,3.054433367,0,1,0,0,0,0,C-,3
868,87,10,7,2.897769137,0,1,0,0,0,0,C,3
251,53,10,7,76.42299681,1,0,0,0,0,0,C,5
260,21,10,10,76.6404286,1,0,0,0,0,0,D+,5
452,62,10,1,5.667699884,0,1,0,0,0,0,C+,6
449,33,10,9,5.592348132,1,0,0,0,0,0,C,6
349,44,10,10,151.9711178,1,0,0,0,0,0,E,1
733,19,10,7,5.428939986,0,1,0,0,0,0,D+,6
722,52,10,5,5.417862674,0,1,0,0,0,0,D+,6
719,55,10,7,5.322868442,0,1,0,0,0,0,C+,6
720,45,10,5,5.318011896,1,0,0,0,0,0,C+,6
925,58,10,8,5.775854017,0,1,0,0,0,0,C-,3
475,65,10,6,6.92982233,0,1,0,0,0,0,A/B,4
441,68,10,8,7.052467739,0,1,0,0,0,0,N/D,6
497,72,10,6,6.777533682,0,1,0,0,0,0,C+,4
82,24,10,10,16.28230645,1,0,0,0,0,0,C-,5
555,69,10,8,6.753382791,0,1,0,0,0,0,C+,4
556,31,10,7,6.662717125,0,1,0,0,0,0,C+,4
511,19,10,9,6.368111618,1,0,0,0,0,0,A/B,4
523,28,10,10,7.682959895,0,1,0,0,0,0,C,4
224,82,10,8,153.2680517,0,1,0,0,0,0,E,1
225,85,10,5,153.2681144,0,1,0,0,0,0,E,1
247,32,10,6,76.41432093,0,1,0,0,0,0,C,5
274,25,10,9,91.34742597,1,0,0,0,0,0,D+,5
596,60,10,8,5.359646097,0,1,0,0,0,0,C,6
611,33,10,5,5.443837252,0,1,0,0,0,0,C,6
610,33,10,5,5.370210223,1,0,0,0,0,0,C,6
602,49,10,10,5.397975013,0,1,0,0,0,0,A/B,6
612,64,10,7,5.506404635,0,1,0,0,0,0,C,6
595,55,10,5,5.290084561,0,1,0,0,0,0,C+,6
607,55,10,4,5.354668281,0,1,0,0,0,0,A/B,6
598,27,10,7,5.205851755,0,1,0,0,0,0,C,6
484,45,10,7,6.233420742,0,1,0,0,0,0,A/B,4
453,67,10,10,4.928494876,1,0,0,0,0,0,C+,6
573,65,10,5,5.270536883,1,0,0,0,0,0,A/B,4
578,54,10,6,4.689264588,0,1,0,0,0,0,C-,4
520,25,10,7,8.20601806,0,1,0,0,0,0,A/B,4
517,35,10,5,8.19760275,1,0,0,0,0,0,A/B,4
86,60,10,7,16.24193415,1,0,0,0,0,0,C-,5
132,53,10,9,16.33918799,0,1,0,0,0,0,C-,5
535,43,10,8,9.820696022,0,1,0,0,0,0,D+,4
138,52,10,3,16.29115602,0,1,0,0,0,0,C-,5
562,30,10,7,9.218410735,0,1,0,0,0,0,C-,4
576,65,10,9,8.139671377,1,0,0,0,0,0,C+,4
276,41,10,8,91.35499641,0,1,0,0,0,0,D+,5
591,53,10,8,7.830804367,1,0,0,0,0,0,C-,4
810,70,10,8,8.086658409,0,1,0,0,0,0,N/D,3
503,37,10,10,7.621725927,0,1,0,0,0,0,A/B,4
712,29,10,7,12.6987055,0,1,0,0,0,0,A/B,4
827,46,10,1,10.23060037,0,1,0,0,0,0,N/D,4
834,42,10,7,10.19377212,0,1,0,0,0,0,C+,4
799,77,10,9,10.73621673,0,1,0,0,0,0,C,4
594,99,10,8,7.650705918,0,1,0,0,0,0,N/D,4
451,58,10,9,5.645179799,0,1,0,0,0,0,N/D,6
701,55,10,6,5.721242646,0,1,0,0,0,0,N/D,6
683,69,10,5,11.76806499,0,1,0,0,0,0,N/D,4
615,65,10,8,6.083310659,0,1,0,0,0,0,N/D,3
721,45,10,6,5.268215768,1,0,0,0,0,0,N/D,6
891,33,10,10,12.52824358,1,0,0,0,0,0,N/D,4
3,70,10,7,35.17075943,0,1,0,0,0,0,D,2
291,40,10,5,178.6492071,1,0,0,0,0,0,D,1
286,33,10,5,178.7988278,1,0,0,0,0,0,D,1
19,48,10,7,26.79770673,0,0,1,0,0,0,D,5
20,26,10,8,35.14791942,1,0,0,0,0,0,D,2
25,55,10,5,35.19644009,0,1,0,0,0,0,D,2
26,69,10,5,35.18412,0,1,0,0,0,0,D,2
32,55,10,8,35.19519591,0,1,0,0,0,0,D,2
285,25,10,6,178.7638194,0,1,0,0,0,0,D,1
35,36,10,10,35.22105198,0,1,0,0,0,0,D,2
62,21,10,10,26.86576823,0,1,0,0,0,0,D,5
45,36,10,1,35.17899871,0,0,1,0,0,0,D,2
51,66,10,5,35.16078544,0,1,0,0,0,0,D,2
74,61,10,10,26.77991219,1,0,0,0,0,0,D,5
102,33,10,6,37.50932352,1,0,0,0,0,0,D,2
54,69,10,8,26.8033262,0,1,0,0,0,0,D,5
113,33,10,9,37.23579776,0,1,0,0,0,0,D,2
159,75,10,5,16.39075849,0,1,0,0,0,0,D,5
160,27,10,7,16.40859925,0,1,0,0,0,0,D,5
406,21,10,10,7.084335842,1,0,0,0,0,0,D,6
166,27,10,10,63.98023777,0,1,0,0,0,0,D,5
402,48,10,10,7.090338594,0,1,0,0,0,0,D,6
400,31,10,10,7.084767252,0,1,0,0,0,0,D,6
210,65,10,5,153.8229327,0,1,0,0,0,0,D,1
213,63,10,5,153.8577452,0,1,0,0,0,0,D,1
215,33,10,4,153.7109832,0,1,0,0,0,0,D,1
426,70,10,8,6.972605338,0,1,0,0,0,0,D,6
263,50,10,8,76.70807635,0,1,0,0,0,0,D,5
418,52,10,10,8.128106845,0,0,1,0,0,0,D,6
422,44,10,8,8.231576973,1,0,0,0,0,0,D,6
433,34,10,8,8.049867637,0,1,0,0,0,0,D,6
298,20,10,10,91.40582976,0,0,0,1,0,0,D,5
299,53,10,10,91.32117824,1,0,0,0,0,0,D,5
395,68,10,10,7.855154029,0,1,0,0,0,0,D,6
309,30,10,6,91.44547538,0,0,1,0,0,0,D,5
384,40,10,10,8.024940417,1,0,0,0,0,0,D,6
312,30,10,8,91.3593344,0,1,0,0,0,0,D,5
382,44,10,10,8.025852184,1,0,0,0,0,0,D,6
389,35,10,10,8.021317116,1,0,0,0,0,0,D,6
411,67,10,10,7.853387542,0,1,0,0,0,0,D,6
317,45,10,8,91.18154684,0,1,0,0,0,0,D,5
320,34,10,2,91.14961038,0,1,0,0,0,0,D,5
417,36,10,10,8.120642866,0,1,0,0,0,0,D,6
391,40,10,10,8.023871317,1,0,0,0,0,0,D,6
328,38,10,8,152.0280055,0,1,0,0,0,0,D,1
394,66,10,10,8.020253415,1,0,0,0,0,0,D,6
385,57,10,10,8.026032595,1,0,0,0,0,0,D,6
387,56,10,10,8.026032595,1,0,0,0,0,0,D,6
345,50,10,10,151.6980873,0,0,0,1,0,0,D,1
438,29,10,10,8.093083594,0,1,0,0,0,0,D,6
856,49,10,8,2.167287366,0,1,0,0,0,0,D,3
368,72,10,9,152.2301819,0,1,0,0,0,0,D,1
857,72,10,6,2.167458544,0,1,0,0,0,0,D,3
372,70,10,8,151.693772,0,1,0,0,0,0,D,1
854,66,10,1,2.045961102,0,1,0,0,0,0,D,3
707,68,10,5,4.261879745,0,1,0,0,0,0,D,6
692,75,10,7,5.061541581,0,0,1,0,0,0,D,6
22,74,10,6,35.22262025,0,1,0,0,0,0,D,2
24,66,10,6,35.19874537,0,1,0,0,0,0,D,2
28,73,10,6,35.22167791,0,1,0,0,0,0,D,2
29,36,10,5,35.21614637,0,1,0,0,0,0,D,2
46,48,10,8,35.17020037,1,0,0,0,0,0,D,2
49,57,10,8,35.15383437,0,1,0,0,0,0,D,2
60,58,10,7,35.29893702,0,1,0,0,0,0,D,2
903,35,10,6,5.516325246,0,1,0,0,0,0,D,4
91,24,10,5,37.35927752,1,0,0,0,0,0,D,2
115,73,10,10,37.2350958,0,1,0,0,0,0,D,2
147,75,10,1,64.81589998,0,1,0,0,0,0,D,5
643,70,10,10,5.394836014,0,1,0,0,0,0,D,6
173,48,10,5,64.79342011,0,1,0,0,0,0,D,5
639,54,10,5,4.059299749,0,1,0,0,0,0,D,6
179,70,10,10,63.91889931,0,1,0,0,0,0,D,5
714,68,10,7,4.62857363,0,1,0,0,0,0,D,6
715,31,10,1,4.620072588,0,1,0,0,0,0,D,6
195,66,10,7,153.762327,0,1,0,0,0,0,D,1
202,19,10,10,153.3035352,0,1,0,0,0,0,D,1
231,18,10,10,153.5238303,1,0,0,0,0,0,D,1
234,68,10,9,153.3974546,0,0,1,0,0,0,D,1
321,28,10,9,151.9204865,1,0,0,0,0,0,D,1
814,61,10,10,7.799232112,0,1,0,0,0,0,D,3
816,72,10,5,7.804100757,0,1,0,0,0,0,D,3
825,45,10,7,7.84022998,0,1,0,0,0,0,D,3
346,38,10,8,151.6926933,0,0,1,0,0,0,D,1
826,40,10,7,7.857947603,0,1,0,0,0,0,D,3
914,50,10,10,7.745585968,0,1,0,0,0,0,D,3
353,60,10,7,151.8046358,1,0,0,0,0,0,D,1
360,45,10,10,152.2011364,0,0,0,1,0,0,D,1
924,35,10,1,5.807206117,1,0,0,0,0,0,D,3
23,79,10,6,35.20595503,0,1,0,0,0,0,D,2
83,48,10,8,37.28856566,1,0,0,0,0,0,D,2
87,45,10,9,37.23690367,0,0,1,0,0,0,D,2
100,48,10,10,37.37630441,1,0,0,0,0,0,D,2
31,42,10,8,35.20016437,0,1,0,0,0,0,D,2
48,30,10,1,35.16044202,0,1,0,0,0,0,D,2
882,89,10,5,2.974806143,0,1,0,0,0,0,D,3
50,73,10,6,35.16052345,0,1,0,0,0,0,D,2
890,60,10,5,2.967815334,0,1,0,0,0,0,D,3
56,80,10,7,35.17253211,1,0,0,0,0,0,D,2
201,35,10,10,153.2869708,0,1,0,0,0,0,D,1
226,34,10,7,153.2661641,0,1,0,0,0,0,D,1
229,60,10,7,153.2531386,0,1,0,0,0,0,D,1
230,80,10,8,153.2261629,0,1,0,0,0,0,D,1
232,70,10,10,153.2003477,0,1,0,0,0,0,D,1
739,46,10,6,5.763897186,0,1,0,0,0,0,D,3
243,56,10,10,76.64622781,0,1,0,0,0,0,D,5
713,23,10,10,5.719485609,1,0,0,0,0,0,D,3
786,60,10,6,8.222089836,0,1,0,0,0,0,D,3
333,41,10,7,151.879146,0,1,0,0,0,0,D,1
30,38,10,8,35.21095778,0,1,0,0,0,0,D,2
88,20,10,5,37.35834169,1,0,0,0,0,0,D,2
101,66,10,5,37.45219651,1,0,0,0,0,0,D,2
123,79,10,6,16.18984325,1,0,0,0,0,0,D,5
143,70,10,6,63.91721653,1,0,0,0,0,0,D,5
200,20,10,10,153.3175826,1,0,0,0,0,0,D,1
329,99,10,10,151.9138409,1,0,0,0,0,0,D,1
756,34,10,8,6.318279107,1,0,0,0,0,0,D,3
752,30,10,8,6.345268388,0,1,0,0,0,0,D,3
764,18,10,7,6.173340539,0,0,1,0,0,0,D,3
762,62,10,8,6.209557125,0,1,0,0,0,0,D,3
749,41,10,7,6.288131494,0,1,0,0,0,0,D,3
42,65,10,1,35.17843368,0,1,0,0,0,0,D,2
43,26,10,1,35.1781766,0,1,0,0,0,0,D,2
122,26,10,10,16.19893546,1,0,0,0,0,0,D,5
550,29,10,7,9.747555954,0,0,0,1,0,0,D,4
204,85,10,5,153.5665638,0,1,0,0,0,0,D,1
237,19,10,10,76.64200911,1,0,0,0,0,0,D,5
252,33,10,8,76.65374575,0,1,0,0,0,0,D,5
364,34,10,5,152.0776967,0,1,0,0,0,0,D,1
781,58,10,9,8.222567504,0,1,0,0,0,0,D,3
773,50,10,7,8.229400712,0,1,0,0,0,0,D,3
774,59,10,6,8.210415798,0,1,0,0,0,0,D,3
780,50,10,10,8.291402184,1,0,0,0,0,0,D,3
779,50,10,5,8.2615489,0,0,1,0,0,0,D,3
784,66,10,8,8.290861788,0,0,0,1,0,0,D,3
911,68,10,1,7.82958663,0,0,0,1,0,0,D,3
767,32,10,1,11.14252998,0,1,0,0,0,0,D,4
791,66,10,1,8.268412878,0,1,0,0,0,0,D,3
465,60,10,9,9.904138593,0,1,0,0,0,0,D,4
469,62,10,8,9.861881411,0,0,1,0,0,0,D,4
464,74,10,8,9.910028509,0,1,0,0,0,0,D,4
885,65,10,5,12.39967688,0,1,0,0,0,0,D,4
878,30,10,1,12.50599264,0,0,0,1,0,0,D,4
